id,material_id,type,file_url,uploaded_at
doc-photo-017,mat-017,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/limbah-organik/grade_a/LimbahOrganik_gradeA.jpeg,2026-08-12 18:01:59
doc-msds-017,mat-017,MSDS,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/documents/msds-MAT-017.pdf,2026-08-12 18:01:59
doc-photo-018,mat-018,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/minyak-jelantah/grade_b/MinyakJelantah_gradeB.jpeg,2026-08-12 18:01:59
doc-photo-019,mat-019,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/kayu/grade_c/kayu_gradeC.jpeg,2026-08-12 18:01:59
doc-photo-020,mat-020,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/makanan/grade_a/makanan_gradeA.jpeg,2026-08-12 18:01:59
doc-photo-021,mat-021,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/plastik/grade_a/plastik_gradeA.jpeg,2026-08-12 18:01:59
doc-msds-021,mat-021,MSDS,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/documents/msds-MAT-021.pdf,2026-08-12 18:01:59
doc-photo-022,mat-022,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/kertas-kardus/grade_b/kertas_gradeB.jpeg,2026-08-12 18:01:59
doc-photo-023,mat-023,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/logam/grade_c/logam_gradeC.jpeg,2026-08-12 18:01:59
doc-photo-024,mat-024,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/kaca/grade_a/kaca_gradeA.jpeg,2026-08-12 18:01:59
doc-photo-025,mat-025,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/elektronik/grade_a/elektronik_gradeA.jpeg,2026-08-12 18:01:59
doc-msds-025,mat-025,MSDS,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/documents/msds-MAT-025.pdf,2026-08-12 18:01:59
doc-photo-026,mat-026,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/tekstil/grade_b/tekstil_gradeB.jpeg,2026-08-12 18:01:59
doc-photo-027,mat-027,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/limbah-organik/grade_c/LimbahOrganik_gradeC.jpeg,2026-08-12 18:01:59
doc-photo-028,mat-028,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/minyak-jelantah/grade_a/MinyakJelantah_gradeA.jpeg,2026-08-12 18:01:59
doc-photo-029,mat-029,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/kayu/grade_a/kayu_gradeA.jpeg,2026-08-12 18:01:59
doc-msds-029,mat-029,MSDS,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/documents/msds-MAT-029.pdf,2026-08-12 18:01:59
doc-photo-030,mat-030,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/makanan/grade_b/makanan_gradeB.jpg,2026-08-12 18:01:59
doc-photo-031,mat-031,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/plastik/grade_c/plastik_gradeC.jpeg,2026-08-12 18:01:59
doc-photo-032,mat-032,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/kertas-kardus/grade_a/kertas_gradeA.jpeg,2026-08-12 18:01:59
doc-photo-033,mat-033,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/logam/grade_a/logam_gradeA.jpg,2026-08-12 18:01:59
doc-msds-033,mat-033,MSDS,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/documents/msds-MAT-033.pdf,2026-08-12 18:01:59
doc-photo-034,mat-034,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/kaca/grade_b/kaca_gradeB.jpeg,2026-08-12 18:01:59
doc-photo-035,mat-035,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/elektronik/grade_c/elektronik_gradeC.jpeg,2026-08-12 18:01:59
doc-photo-036,mat-036,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/tekstil/grade_a/tekstil_gradeA.jpeg,2026-08-12 18:01:59
doc-photo-037,mat-037,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/limbah-organik/grade_a/LimbahOrganik_gradeA.jpeg,2026-08-12 18:01:59
doc-msds-037,mat-037,MSDS,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/documents/msds-MAT-037.pdf,2026-08-12 18:01:59
doc-photo-038,mat-038,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/minyak-jelantah/grade_b/MinyakJelantah_gradeB.jpeg,2026-08-12 18:01:59
doc-photo-039,mat-039,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/kayu/grade_c/kayu_gradeC.jpeg,2026-08-12 18:01:59
doc-photo-040,mat-040,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/makanan/grade_a/makanan_gradeA.jpeg,2026-08-12 18:01:59
doc-photo-041,mat-041,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/plastik/grade_a/plastik_gradeA.jpeg,2026-08-12 18:01:59
doc-msds-041,mat-041,MSDS,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/documents/msds-MAT-041.pdf,2026-08-12 18:01:59
doc-photo-042,mat-042,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/kertas-kardus/grade_b/kertas_gradeB.jpeg,2026-08-12 18:01:59
doc-photo-043,mat-043,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/logam/grade_c/logam_gradeC.jpeg,2026-08-12 18:01:59
doc-photo-044,mat-044,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/kaca/grade_a/kaca_gradeA.jpeg,2026-08-12 18:01:59
doc-photo-045,mat-045,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/elektronik/grade_a/elektronik_gradeA.jpeg,2026-08-12 18:01:59
doc-msds-045,mat-045,MSDS,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/documents/msds-MAT-045.pdf,2026-08-12 18:01:59
doc-photo-046,mat-046,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/tekstil/grade_b/tekstil_gradeB.jpeg,2026-08-12 18:01:59
doc-photo-047,mat-047,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/limbah-organik/grade_c/LimbahOrganik_gradeC.jpeg,2026-08-12 18:01:59
doc-photo-048,mat-048,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/minyak-jelantah/grade_a/MinyakJelantah_gradeA.jpeg,2026-08-12 18:01:59
doc-photo-049,mat-049,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/kayu/grade_a/kayu_gradeA.jpeg,2026-08-12 18:01:59
doc-msds-049,mat-049,MSDS,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/documents/msds-MAT-049.pdf,2026-08-12 18:01:59
doc-photo-050,mat-050,PHOTO,https://gfvfwuybqscjdngtllrw.supabase.co/storage/v1/object/public/materials/photos_csv/makanan/grade_b/makanan_gradeB.jpg,2026-08-12 18:01:59
